auteur;titre;annee;nb_tokens_texte;Entite;Label;latitude;longitude;caractere_debut;caractere_fin;contexte_gauche;contexte_droit
ADAM;Mon-village;année ;32918;Si la Rose;MISC;0;0;26154;26164;"t de
mdme, la Rose a bien pti.
Je ne veux point mc faire ce qu'on appelle
l'echo des mechancetes debitees en catimini
sur le compte de la fille h Norine, ce dernier
soir,  la veillee.1.

MON VILLAGE.
";" n'a plus le droit d'etre fiere
comme devant, je plains la pauvre petiote,
elle n'est pas au bout de ses peines:
Monsieur le cure a entendu parler, dit-on,
des cancans faits sur la fillette. Dimanche
"
ADAM;Mon-village;année ;32918;Monsieur;PER;0;0;26277;26285;"e compte de la fille h Norine, ce dernier
soir,  la veillee.1.

MON VILLAGE.
Si la Rose n'a plus le droit d'etre fiere
comme devant, je plains la pauvre petiote,
elle n'est pas au bout de ses peines:
";" le cure a entendu parler, dit-on,
des cancans faits sur la fillette. Dimanche
passe,' il a annonce qu'il precherait contre
la calomnie, comme il appelle les bavardages
des gens de Saint-Brunelle.
J'i"
ADAM;Mon-village;année ;32918;Saint-Brunelle;LOC;48.8480173;4.599786;26466;26480;"es peines:
Monsieur le cure a entendu parler, dit-on,
des cancans faits sur la fillette. Dimanche
passe,' il a annonce qu'il precherait contre
la calomnie, comme il appelle les bavardages
des gens de ";".
J'irai  ce sermon-l, ne vous deplaise, et
je vous raconterai mot pour mot ce qui y sera
dit.
Notre eglise n'est pas ce qu'on peut appeler
une belle eglise ; elle est quasiment petiote, et
je ne m'en"
ADAM;Mon-village;année ;32918;"Saint-
Brunelle";PER;0;0;26793;26808;" pas ce qu'on peut appeler
une belle eglise ; elle est quasiment petiote, et
je ne m'en plains guere, moi qui n'y mets les
pieds que tous les trente-six du mois.
Si vous allez jamais dans la semaine  ";", je vous previens d'avance, ne vous
avisez pas de vouloir visiter notre eglise, cart
MON VILLAGE.
77
monsieur le cure pourrait bien vous jouer le
tour qu'il a joue  un ami de notre mairesse.
Cet etra"
ADAM;Mon-village;année ;32918;MIonsieur;MISC;0;0;27330;27339;"e,
h gauche, en haut et en bas.
Tout  coup notre cure sort de derriere un
pilier, et adressant la parole  l'ami de notre
mairessc:
- Mlonsieur, lui dit-il, venez-vous ici dans
l'intention de prier?
- ";", je.--., dit l'etranger, comme
dans l'embarras.
- Venez-vous pour prier, oui ou non re-
dit notre cure; repondez.
- Non, Monsieur, dit franchement l'ami
I8
MiON V1LLAGE.
de notre mairesse, je venais "
ADAM;Mon-village;année ;32918;repondez;ORG;0;0;27444;27452;" notre
mairessc:
- Mlonsieur, lui dit-il, venez-vous ici dans
l'intention de prier?
- MIonsieur, je.--., dit l'etranger, comme
dans l'embarras.
- Venez-vous pour prier, oui ou non re-
dit notre cure; ";".
- Non, Monsieur, dit franchement l'ami
I8
MiON V1LLAGE.
de notre mairesse, je venais pour voir l'e-
glise.
- Alors, Mlonsieur, dit notre cure, vous
n'avez que faire ici; un lieu saint n'est pas
une "
ADAM;Mon-village;année ;32918;Monsieur;PER;0;0;27461;27469;"- Mlonsieur, lui dit-il, venez-vous ici dans
l'intention de prier?
- MIonsieur, je.--., dit l'etranger, comme
dans l'embarras.
- Venez-vous pour prier, oui ou non re-
dit notre cure; repondez.
- Non, ";", dit franchement l'ami
I8
MiON V1LLAGE.
de notre mairesse, je venais pour voir l'e-
glise.
- Alors, Mlonsieur, dit notre cure, vous
n'avez que faire ici; un lieu saint n'est pas
une maison publique. "
ADAM;Mon-village;année ;32918;I8;MISC;0;0;27493;27495;"ous ici dans
l'intention de prier?
- MIonsieur, je.--., dit l'etranger, comme
dans l'embarras.
- Venez-vous pour prier, oui ou non re-
dit notre cure; repondez.
- Non, Monsieur, dit franchement l'ami
";"
MiON V1LLAGE.
de notre mairesse, je venais pour voir l'e-
glise.
- Alors, Mlonsieur, dit notre cure, vous
n'avez que faire ici; un lieu saint n'est pas
une maison publique. Allez-vous-enl
C'est aujou"
ADAM;Mon-village;année ;32918;MiON V1LLAGE;PER;0;0;27496;27508;" ici dans
l'intention de prier?
- MIonsieur, je.--., dit l'etranger, comme
dans l'embarras.
- Venez-vous pour prier, oui ou non re-
dit notre cure; repondez.
- Non, Monsieur, dit franchement l'ami
I8
";".
de notre mairesse, je venais pour voir l'e-
glise.
- Alors, Mlonsieur, dit notre cure, vous
n'avez que faire ici; un lieu saint n'est pas
une maison publique. Allez-vous-enl
C'est aujourd'hui Paques"
ADAM;Mon-village;année ;32918;Mlonsieur;MISC;0;0;27570;27579;"
dans l'embarras.
- Venez-vous pour prier, oui ou non re-
dit notre cure; repondez.
- Non, Monsieur, dit franchement l'ami
I8
MiON V1LLAGE.
de notre mairesse, je venais pour voir l'e-
glise.
- Alors, ";", dit notre cure, vous
n'avez que faire ici; un lieu saint n'est pas
une maison publique. Allez-vous-enl
C'est aujourd'hui Paques fleuries; les bon-
nets blancs passent pour aller  la messe, les
mains"
ADAM;Mon-village;année ;32918;Paques fleuries;PER;0;0;27702;27717;"1LLAGE.
de notre mairesse, je venais pour voir l'e-
glise.
- Alors, Mlonsieur, dit notre cure, vous
n'avez que faire ici; un lieu saint n'est pas
une maison publique. Allez-vous-enl
C'est aujourd'hui ";"; les bon-
nets blancs passent pour aller  la messe, les
mains pleines de buis.
Au retour, ce buis-l, beni, sera pendu aux(
quatre coins des maisons, dans le but de les
proteger de tous desastres en g"
ADAM;Mon-village;année ;32918;beni;LOC;-14.0;-65.0;27819;27823;"ici; un lieu saint n'est pas
une maison publique. Allez-vous-enl
C'est aujourd'hui Paques fleuries; les bon-
nets blancs passent pour aller  la messe, les
mains pleines de buis.
Au retour, ce buis-l, ";", sera pendu aux(
quatre coins des maisons, dans le but de les
proteger de tous desastres en gencral.
Mais chut l j'entre dans notre eglise. Cra-
chez-vous, mouchez- vous, eternuez-vousl
monsieur le c"
ADAM;Mon-village; année;32918;gencral;LOC;0;0;27916;27923;"s; les bon-
nets blancs passent pour aller  la messe, les
mains pleines de buis.
Au retour, ce buis-l, beni, sera pendu aux(
quatre coins des maisons, dans le but de les
proteger de tous desastres en ";".
Mais chut l j'entre dans notre eglise. Cra-
chez-vous, mouchez- vous, eternuez-vousl
monsieur le cure monte en chaire, faut faire
silence. lEcoutez, vaila ce qu'i] dit:
a Evigilabunt alii in vitam e"
ADAM;Mon-village;année ;32918;Cra-;ORG;0;0;27964;27968;"esse, les
mains pleines de buis.
Au retour, ce buis-l, beni, sera pendu aux(
quatre coins des maisons, dans le but de les
proteger de tous desastres en gencral.
Mais chut l j'entre dans notre eglise. ";"
chez-vous, mouchez- vous, eternuez-vousl
monsieur le cure monte en chaire, faut faire
silence. lEcoutez, vaila ce qu'i] dit:
a Evigilabunt alii in vitam eternam et alii
in opprohrium.
MON VILLAGE.

a"
ADAM;Mon-village;année ;32918;eternuez-vousl;MISC;0;0;27995;28009;".
Au retour, ce buis-l, beni, sera pendu aux(
quatre coins des maisons, dans le but de les
proteger de tous desastres en gencral.
Mais chut l j'entre dans notre eglise. Cra-
chez-vous, mouchez- vous, ";"
monsieur le cure monte en chaire, faut faire
silence. lEcoutez, vaila ce qu'i] dit:
a Evigilabunt alii in vitam eternam et alii
in opprohrium.
MON VILLAGE.

a Ccs paroles sant tirCes de dessus la art"
ADAM;Mon-village;année ;32918;lEcoutez;PER;0;0;28064;28072;"s, dans le but de les
proteger de tous desastres en gencral.
Mais chut l j'entre dans notre eglise. Cra-
chez-vous, mouchez- vous, eternuez-vousl
monsieur le cure monte en chaire, faut faire
silence. ";", vaila ce qu'i] dit:
a Evigilabunt alii in vitam eternam et alii
in opprohrium.
MON VILLAGE.

a Ccs paroles sant tirCes de dessus la arte
de notre cimetiere.
a Mes chers freresl
a e vaisvous parler d"
ADAM;Mon-village;année ;32918;vaila;PER;0;0;28074;28079;" but de les
proteger de tous desastres en gencral.
Mais chut l j'entre dans notre eglise. Cra-
chez-vous, mouchez- vous, eternuez-vousl
monsieur le cure monte en chaire, faut faire
silence. lEcoutez, ";" ce qu'i] dit:
a Evigilabunt alii in vitam eternam et alii
in opprohrium.
MON VILLAGE.

a Ccs paroles sant tirCes de dessus la arte
de notre cimetiere.
a Mes chers freresl
a e vaisvous parler de l'enf"
ADAM;Mon-village;année ;32918;Evigilabunt alii in vitam eternam;MISC;0;0;28096;28129;"e tous desastres en gencral.
Mais chut l j'entre dans notre eglise. Cra-
chez-vous, mouchez- vous, eternuez-vousl
monsieur le cure monte en chaire, faut faire
silence. lEcoutez, vaila ce qu'i] dit:
a ";" et alii
in opprohrium.
MON VILLAGE.

a Ccs paroles sant tirCes de dessus la arte
de notre cimetiere.
a Mes chers freresl
a e vaisvous parler de l'enfer, oui, de l'en-
ferl (D'abord silence dans la ch"
ADAM;Mon-village;année ;32918;MON VILLAGE;LOC;25.024387;73.1776356;28153;28164;"re eglise. Cra-
chez-vous, mouchez- vous, eternuez-vousl
monsieur le cure monte en chaire, faut faire
silence. lEcoutez, vaila ce qu'i] dit:
a Evigilabunt alii in vitam eternam et alii
in opprohrium.
";".

a Ccs paroles sant tirCes de dessus la arte
de notre cimetiere.
a Mes chers freresl
a e vaisvous parler de l'enfer, oui, de l'en-
ferl (D'abord silence dans la chapelle de la
Vierge: Entendez-vous,"
ADAM;Mon-village;année ;32918;Ccs;PER;0;0;28169;28172;"chez-vous, mouchez- vous, eternuez-vousl
monsieur le cure monte en chaire, faut faire
silence. lEcoutez, vaila ce qu'i] dit:
a Evigilabunt alii in vitam eternam et alii
in opprohrium.
MON VILLAGE.

a ";" paroles sant tirCes de dessus la arte
de notre cimetiere.
a Mes chers freresl
a e vaisvous parler de l'enfer, oui, de l'en-
ferl (D'abord silence dans la chapelle de la
Vierge: Entendez-vous, bavarde"
ADAM;Mon-village;année ;32918;Mes;PER;0;0;28233;28236;"en chaire, faut faire
silence. lEcoutez, vaila ce qu'i] dit:
a Evigilabunt alii in vitam eternam et alii
in opprohrium.
MON VILLAGE.

a Ccs paroles sant tirCes de dessus la arte
de notre cimetiere.
a ";" chers freresl
a e vaisvous parler de l'enfer, oui, de l'en-
ferl (D'abord silence dans la chapelle de la
Vierge: Entendez-vous, bavardes?) L'enfer
(avez-vous envie de vous taire, une fois pour
toutes"
ADAM;Mon-village;année ;32918;Vierge: Entendez;PER;0;0;28342;28358;"pprohrium.
MON VILLAGE.

a Ccs paroles sant tirCes de dessus la arte
de notre cimetiere.
a Mes chers freresl
a e vaisvous parler de l'enfer, oui, de l'en-
ferl (D'abord silence dans la chapelle de la
";"-vous, bavardes?) L'enfer
(avez-vous envie de vous taire, une fois pour
toutes), l'enfer, dis-je, l'enfer est un lieu de
suplice etabli par la justice divine pour loger
et punir pendant l'eternite ceu"
ADAM;Mon-village;année ;32918;lenfer;MISC;0;0;28634;28640;"es), l'enfer, dis-je, l'enfer est un lieu de
suplice etabli par la justice divine pour loger
et punir pendant l'eternite ceux qui ont par
trop offense le bon Dieu. L'enfer, mes freres,
non, le feu de ";" est un feu malin qui
s'attache  tous les sens qui ont peche, mais
qui s'attache principalement h celui qui a le
plus pCechd. Avez-vous offense Dieu par la yue
d'objets obscnes, de lanternes magiques,"
ADAM;Mon-village;année ;32918;pCechd;MISC;0;0;28758;28764;"x qui ont par
trop offense le bon Dieu. L'enfer, mes freres,
non, le feu de lenfer est un feu malin qui
s'attache  tous les sens qui ont peche, mais
qui s'attache principalement h celui qui a le
plus ";". Avez-vous offense Dieu par la yue
d'objets obscnes, de lanternes magiques, de
mascarades, d'images immorales vous serez
punis par la vue, per visuml Avez-vous ete
gourmands, ivrognes avez-ous tenu d"
ADAM;Mon-village;année ;32918;Dieu;MISC;0;0;28784;28788;" le bon Dieu. L'enfer, mes freres,
non, le feu de lenfer est un feu malin qui
s'attache  tous les sens qui ont peche, mais
qui s'attache principalement h celui qui a le
plus pCechd. Avez-vous offense ";" par la yue
d'objets obscnes, de lanternes magiques, de
mascarades, d'images immorales vous serez
punis par la vue, per visuml Avez-vous ete
gourmands, ivrognes avez-ous tenu des
propos impies, souill"
ADAM;Mon-village;année ;32918;"yue
d'objets obscnes";MISC;0;0;28796;28816;". L'enfer, mes freres,
non, le feu de lenfer est un feu malin qui
s'attache  tous les sens qui ont peche, mais
qui s'attache principalement h celui qui a le
plus pCechd. Avez-vous offense Dieu par la ";", de lanternes magiques, de
mascarades, d'images immorales vous serez
punis par la vue, per visuml Avez-vous ete
gourmands, ivrognes avez-ous tenu des
propos impies, souill vos levres de baisersMION V"
ADAM;Mon-village;année ;32918;per visuml Avez;MISC;0;0;28904;28919;"is
qui s'attache principalement h celui qui a le
plus pCechd. Avez-vous offense Dieu par la yue
d'objets obscnes, de lanternes magiques, de
mascarades, d'images immorales vous serez
punis par la vue, ";"-vous ete
gourmands, ivrognes avez-ous tenu des
propos impies, souill vos levres de baisersMION VILLAGE.
impudiques, ou calomnie, oui, surtout calom-
nie vos freres? c'est alors et surtout alors que
v"
ADAM;Mon-village;année ;32918;souill vos levres;PER;0;0;28982;28999;"e Dieu par la yue
d'objets obscnes, de lanternes magiques, de
mascarades, d'images immorales vous serez
punis par la vue, per visuml Avez-vous ete
gourmands, ivrognes avez-ous tenu des
propos impies, ";" de baisersMION VILLAGE.
impudiques, ou calomnie, oui, surtout calom-
nie vos freres? c'est alors et surtout alors que
vous serez punis par la bouche, la langue et
les levres, per labia, linguam, per "
ADAM;Mon-village;année ;32918;per labia;ORG;0;0;29175;29184;"mpies, souill vos levres de baisersMION VILLAGE.
impudiques, ou calomnie, oui, surtout calom-
nie vos freres? c'est alors et surtout alors que
vous serez punis par la bouche, la langue et
les levres, ";", linguam, per gustum l
 Auriez-vous aussi prete complaisamment l'o-
reille h la calomnie, aux discours des hugue-
nots vous serez punis par l'ouie, per audi-
tuml Vos mains ont-elles fouille dans le "
ADAM;Mon-village;année ;32918;linguam;ORG;0;0;29186;29193;"ll vos levres de baisersMION VILLAGE.
impudiques, ou calomnie, oui, surtout calom-
nie vos freres? c'est alors et surtout alors que
vous serez punis par la bouche, la langue et
les levres, per labia, ";", per gustum l
 Auriez-vous aussi prete complaisamment l'o-
reille h la calomnie, aux discours des hugue-
nots vous serez punis par l'ouie, per audi-
tuml Vos mains ont-elles fouille dans le sac
du pr"
ADAM;Mon-village;année ;32918;Vos mains;MISC;0;0;29348;29357;", la langue et
les levres, per labia, linguam, per gustum l
 Auriez-vous aussi prete complaisamment l'o-
reille h la calomnie, aux discours des hugue-
nots vous serez punis par l'ouie, per audi-
tuml ";" ont-elles fouille dans le sac
du prochain ou viole les preceptes de la chas-.
tete vous serez punis par le tact, per tactum 
Enfin, pour peu que vous ayez ete libertins,
buveurs, envieux, voleurs, bl"
ADAM;Mon-village;année ;32918;Vous riez;MISC;0;0;29760;29769;"hemateurs,
mauvaises langues, calomniateurs, calomnia-
teursl mes freres, dans quel etat serez-vous
dans l'autre vie feu dans les oreilles, feu dans
la bouche, feu dans les membres, feu par-
tout.l
a ";", vous autresl.?
 Ce soir, demain peut-etre, vous frirez
deja dans la grande chaudierelMON VILLAGE.
a Ahl vous riez... Savez-vous ce que c'est
que le feu de l'enfer?
a Supposons que tous, autant que v"
ADAM;Mon-village;année ;32918;autresl;PER;0;0;29776;29783;"ises langues, calomniateurs, calomnia-
teursl mes freres, dans quel etat serez-vous
dans l'autre vie feu dans les oreilles, feu dans
la bouche, feu dans les membres, feu par-
tout.l
a Vous riez, vous ";".?
 Ce soir, demain peut-etre, vous frirez
deja dans la grande chaudierelMON VILLAGE.
a Ahl vous riez... Savez-vous ce que c'est
que le feu de l'enfer?
a Supposons que tous, autant que vous etes
ici, "
ADAM;Mon-village;année ;32918;Ahl vous riez;ORG;0;0;29871;29884;"e vie feu dans les oreilles, feu dans
la bouche, feu dans les membres, feu par-
tout.l
a Vous riez, vous autresl.?
 Ce soir, demain peut-etre, vous frirez
deja dans la grande chaudierelMON VILLAGE.
a ";"... Savez-vous ce que c'est
que le feu de l'enfer?
a Supposons que tous, autant que vous etes
ici, vous degringoliez ensemble, au meme mo-
ment, dans l'enfer, ce qui pourra vous arri-
ver, sans que je"
ADAM;Mon-village;année ;32918;Supposons;PER;0;0;29937;29946;"res, feu par-
tout.l
a Vous riez, vous autresl.?
 Ce soir, demain peut-etre, vous frirez
deja dans la grande chaudierelMON VILLAGE.
a Ahl vous riez... Savez-vous ce que c'est
que le feu de l'enfer?
a ";" que tous, autant que vous etes
ici, vous degringoliez ensemble, au meme mo-
ment, dans l'enfer, ce qui pourra vous arri-
ver, sans que je vous le souhaite. Eh bien l le
feu de l'enfer prendrait sur v"
ADAM;Mon-village;année ;32918;meme mo-;ORG;0;0;30014;30022;"vous frirez
deja dans la grande chaudierelMON VILLAGE.
a Ahl vous riez... Savez-vous ce que c'est
que le feu de l'enfer?
a Supposons que tous, autant que vous etes
ici, vous degringoliez ensemble, au ";"
ment, dans l'enfer, ce qui pourra vous arri-
ver, sans que je vous le souhaite. Eh bien l le
feu de l'enfer prendrait sur vous tous commc
sur un tas d'toupes. Bjittl bjitt bjitt:.. et
vous voil r0tis"
ADAM;Mon-village;année ;32918;commc;PER;0;0;30155;30160;", autant que vous etes
ici, vous degringoliez ensemble, au meme mo-
ment, dans l'enfer, ce qui pourra vous arri-
ver, sans que je vous le souhaite. Eh bien l le
feu de l'enfer prendrait sur vous tous ";"
sur un tas d'toupes. Bjittl bjitt bjitt:.. et
vous voil r0tis, tout aussi r0tis que les damnes
qui sont l depuis six mille ans. Riez donc a
present, tas de malinsl huguenots de Saint-
Brunelle l on
A"
ADAM;Mon-village;année ;32918;toupes;MISC;0;0;30174;30180;"tes
ici, vous degringoliez ensemble, au meme mo-
ment, dans l'enfer, ce qui pourra vous arri-
ver, sans que je vous le souhaite. Eh bien l le
feu de l'enfer prendrait sur vous tous commc
sur un tas d'";". Bjittl bjitt bjitt:.. et
vous voil r0tis, tout aussi r0tis que les damnes
qui sont l depuis six mille ans. Riez donc a
present, tas de malinsl huguenots de Saint-
Brunelle l on
Aux bjittl de monsieu"
ADAM;Mon-village;année ;32918;Bjittl;MISC;0;0;30182;30188;" vous degringoliez ensemble, au meme mo-
ment, dans l'enfer, ce qui pourra vous arri-
ver, sans que je vous le souhaite. Eh bien l le
feu de l'enfer prendrait sur vous tous commc
sur un tas d'toupes. ";" bjitt bjitt:.. et
vous voil r0tis, tout aussi r0tis que les damnes
qui sont l depuis six mille ans. Riez donc a
present, tas de malinsl huguenots de Saint-
Brunelle l on
Aux bjittl de monsieur le cur"
ADAM;Mon-village;année ;32918;Riez;LOC;43.8176907;6.0930048;30289;30293;" le souhaite. Eh bien l le
feu de l'enfer prendrait sur vous tous commc
sur un tas d'toupes. Bjittl bjitt bjitt:.. et
vous voil r0tis, tout aussi r0tis que les damnes
qui sont l depuis six mille ans. ";" donc a
present, tas de malinsl huguenots de Saint-
Brunelle l on
Aux bjittl de monsieur le cure, tous les bon-
nets blancs croyant voir devant leurs yeux le
feu de l'enfer, sans doute parce que la pl"
ADAM;Mon-village;année ;32918;"Saint-
Brunelle";LOC;48.8480173;4.599786;30338;30353;"it sur vous tous commc
sur un tas d'toupes. Bjittl bjitt bjitt:.. et
vous voil r0tis, tout aussi r0tis que les damnes
qui sont l depuis six mille ans. Riez donc a
present, tas de malinsl huguenots de ";" l on
Aux bjittl de monsieur le cure, tous les bon-
nets blancs croyant voir devant leurs yeux le
feu de l'enfer, sans doute parce que la plu-
part avaient un de ces peches sur la con-
science, surtou"
ADAM;Mon-village; année;32918;Aux bjittl;LOC;0;0;30359;30369;"c
sur un tas d'toupes. Bjittl bjitt bjitt:.. et
vous voil r0tis, tout aussi r0tis que les damnes
qui sont l depuis six mille ans. Riez donc a
present, tas de malinsl huguenots de Saint-
Brunelle l on
";" de monsieur le cure, tous les bon-
nets blancs croyant voir devant leurs yeux le
feu de l'enfer, sans doute parce que la plu-
part avaient un de ces peches sur la con-
science, surtout le pechdc de c"
ADAM;Mon-village;année ;32918;Jeacquet;PER;0;0;30701;30709;"avaient un de ces peches sur la con-
science, surtout le pechdc de calomnie, se sont
mises  courir comme si ce feu-la prenait a
leurs cottes, et,  reserve de monsieur le curd,
des gens d'eglise et de ";" le menteur,MI OX YILLAGE.
occupe h chanter son latin, un chacun, avec
moi, se sauva de l'eglise.
(Qu'est-ce que vous penseg du sermon de
notre cure
Pour se faire une idee de monsieur le cure,
faut sa"
ADAM;Mon-village;année ;32918;MI OX;ORG;0;0;30721;30726;"ches sur la con-
science, surtout le pechdc de calomnie, se sont
mises  courir comme si ce feu-la prenait a
leurs cottes, et,  reserve de monsieur le curd,
des gens d'eglise et de Jeacquet le menteur,";" YILLAGE.
occupe h chanter son latin, un chacun, avec
moi, se sauva de l'eglise.
(Qu'est-ce que vous penseg du sermon de
notre cure
Pour se faire une idee de monsieur le cure,
faut savoir qu'il a ete "
ADAM;Mon-village;année ;32918;ete soldat;MISC;0;0;30922;30932;"I OX YILLAGE.
occupe h chanter son latin, un chacun, avec
moi, se sauva de l'eglise.
(Qu'est-ce que vous penseg du sermon de
notre cure
Pour se faire une idee de monsieur le cure,
faut savoir qu'il a ";". Il a des grands
yeux, des grandes jambes, un grand nez et
puis des grands bras ; c'est un fort homme, et
qui sait,  l'occasion, nous donner un coup de
main pour rentrer les vivres ou les bles quandg"
ADAM;Mon-village;année ;32918;ca;MISC;0;0;31270;31272;"ner un coup de
main pour rentrer les vivres ou les bles quandg
le temps menace. De plus, vous le verrez tou-
jours le premier dans les incendies. Sans ma-
lice, il est aguerri au feu. On peut appeler ";"
un brave homme, et la commune ne lui re-
proche pas son traitement. Si on a un brin de
religion au village, c'est plutt par rapport a
monsieur le cure qu'au bon Dieu, je vous l'as-
sure.
Tout de meme"
ADAM;Mon-village;année ;32918;bon Dieu;MISC;0;0;31430;31438;" il est aguerri au feu. On peut appeler ca
un brave homme, et la commune ne lui re-
proche pas son traitement. Si on a un brin de
religion au village, c'est plutt par rapport a
monsieur le cure qu'au ";", je vous l'as-
sure.
Tout de meme, comme dit Jean-Claude, un
nMON VILLAGE.
cure on lo connalt; s'il est mauvais, on le
laisse lh. Mais le bon Dieu qu'on preche, on
ne pourra donc jamais etre sir si c"
ADAM;Mon-village;année ;32918;Jean-Claude;PER;0;0;31484;31495;"mme, et la commune ne lui re-
proche pas son traitement. Si on a un brin de
religion au village, c'est plutt par rapport a
monsieur le cure qu'au bon Dieu, je vous l'as-
sure.
Tout de meme, comme dit ";", un
nMON VILLAGE.
cure on lo connalt; s'il est mauvais, on le
laisse lh. Mais le bon Dieu qu'on preche, on
ne pourra donc jamais etre sir si c'est vrai-
ment le bon, puisqu'on ne peut le voir face 
f"
ADAM;Mon-village;année ;32918;nMON;MISC;0;0;31500;31504;"ne ne lui re-
proche pas son traitement. Si on a un brin de
religion au village, c'est plutt par rapport a
monsieur le cure qu'au bon Dieu, je vous l'as-
sure.
Tout de meme, comme dit Jean-Claude, un
";" VILLAGE.
cure on lo connalt; s'il est mauvais, on le
laisse lh. Mais le bon Dieu qu'on preche, on
ne pourra donc jamais etre sir si c'est vrai-
ment le bon, puisqu'on ne peut le voir face 
face qu'ap"
ADAM;Mon-village;année ;32918;"Jean-
Claude";PER;0;0;31793;31805;"reche, on
ne pourra donc jamais etre sir si c'est vrai-
ment le bon, puisqu'on ne peut le voir face 
face qu'apres la mort et que les defunts ne
reviennent jamais.
Vous savez ou vous ne savez pas que ";" ne croit guere aux revenants; que
c'est un huguenot, un renie-Dieu, quoil Il
pretend que dans une commune on a plus be-
soin de chemins que d'eglise, et que, si ce
n'etait de notre cure, qui est un h"
ADAM;Mon-village;année ;32918;Jean-Claude;PER;0;0;32152;32163;"se, et que, si ce
n'etait de notre cure, qui est un honnete cure,
et des bonnets blancs, qui ont besoin cencore
de religion faute d'usage, on pourrait laisser
ruiner notre glise et sc passer de cure.
";" soutient que les bonnets blancs
ont encore besoin de religion, faute d'usage,
en prenant prtexte de notre mairesse qui est
tant lettree et qui ne va guere ni  la messe,1
5-
7.'LLg
MON VI1LLAGE.
ni au"
ADAM;Mon-village; année;32918;MON VI1LLAGE;LOC;0;0;32344;32356;"e cure.
Jean-Claude soutient que les bonnets blancs
ont encore besoin de religion, faute d'usage,
en prenant prtexte de notre mairesse qui est
tant lettree et qui ne va guere ni  la messe,1
5-
7.'LLg
";".
ni aux vepres, ni a confesse et ni  la com-
munion.
Pour en revenir a monsieur le cure, ne riez
pas si jamais vos le voyez passer sur son
ane, sa canne  la main, et ses grandes gigues
trainassant a "
ADAM;Mon-village;année ;32918;vepres;ORG;0;0;32365;32371;"outient que les bonnets blancs
ont encore besoin de religion, faute d'usage,
en prenant prtexte de notre mairesse qui est
tant lettree et qui ne va guere ni  la messe,1
5-
7.'LLg
MON VI1LLAGE.
ni aux ";", ni a confesse et ni  la com-
munion.
Pour en revenir a monsieur le cure, ne riez
pas si jamais vos le voyez passer sur son
ane, sa canne  la main, et ses grandes gigues
trainassant a terre ; ne riez"
ADAM;Mon-village;année ;32918;ane;PER;0;0;32496;32499;"ree et qui ne va guere ni  la messe,1
5-
7.'LLg
MON VI1LLAGE.
ni aux vepres, ni a confesse et ni  la com-
munion.
Pour en revenir a monsieur le cure, ne riez
pas si jamais vos le voyez passer sur son
";", sa canne  la main, et ses grandes gigues
trainassant a terre ; ne riez pas, c'estun brave
homme
Ne riez pas, quand bien meme M'' Doro-
hee tirerait par devant,  la longe, son
frere et son baudet; ne"
ADAM;Mon-village;année ;32918;"meme M'' Doro-
hee";MISC;0;0;32621;32639;"enir a monsieur le cure, ne riez
pas si jamais vos le voyez passer sur son
ane, sa canne  la main, et ses grandes gigues
trainassant a terre ; ne riez pas, c'estun brave
homme
Ne riez pas, quand bien ";" tirerait par devant,  la longe, son
frere et son baudet; ne riez pasl].
L'AYWOCAT DE PIGNONr


ede  edeſ e 
r
rs ee ’eie  ¬
¬-
  s 
e-
. .¬
 
e
&per ſet
ap
. 2 E
 
 .
S  d
’

a. .
gep e tie

IEee&
.
"
ADAM;Mon-village;année ;32918;baudet;PER;0;0;32689;32695;"ur son
ane, sa canne  la main, et ses grandes gigues
trainassant a terre ; ne riez pas, c'estun brave
homme
Ne riez pas, quand bien meme M'' Doro-
hee tirerait par devant,  la longe, son
frere et son ";"; ne riez pasl].
L'AYWOCAT DE PIGNONr


ede  edeſ e 
r
rs ee ’eie  ¬
¬-
  s 
e-
. .¬
 
e
&per ſet
ap
. 2 E
 
 .
S  d
’

a. .
gep e tie

IEee&
.
ae.
.
A
L
 ¬
 
-3
¬
Ia 
ru
’A
. ..
. 


t
 
a 
e
re¬
eie"
ADAM;Mon-village;année ;32918;"AYWOCAT DE PIGNONr


ede  edeſ e 
r
";MISC;0;0;32714;32750;"main, et ses grandes gigues
trainassant a terre ; ne riez pas, c'estun brave
homme
Ne riez pas, quand bien meme M'' Doro-
hee tirerait par devant,  la longe, son
frere et son baudet; ne riez pasl].
L'";"rs ee ’eie  ¬
¬-
  s 
e-
. .¬
 
e
&per ſet
ap
. 2 E
 
 .
S  d
’

a. .
gep e tie

IEee&
.
ae.
.
A
L
 ¬
 
-3
¬
Ia 
ru
’A
. ..
. 


t
 
a 
e
re¬
eiee
 
esa ie
..S

e o
. 
A’ie
..¬1
6.. 


iei;
  .
 ¬
 
1"
