auteur;titre;annee;nb_tokens_texte;Entite;Label;latitude;longitude;caractere_debut;caractere_fin;contexte_gauche;contexte_droit
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;93351;93357;"e pays.

Tous les gamins de Sarlande étaient ses amis.

Grâce à lui, quand nous sortions, nous avions toujours à nos trousses
une nuée de polissons qui faisaient la roue sur nos derrières, appelaient
";" par son nom, le montraient au doigt, lui jetaient des peaux de
châtaignes, et mille autres bonnes singeries. Mes petits s’en amusaient
beaucoup, mais moi, je ne riais pas, et j’adressais chaque semai"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;93610;93616;"s peaux de
châtaignes, et mille autres bonnes singeries. Mes petits s’en amusaient
beaucoup, mais moi, je ne riais pas, et j’adressais chaque semaine au
principal un rapport circonstancié sur l'élève ";" et les nombreux
désordres que sa présence entraînait.

Malheureusement mes rapports restaient sans réponse et j'étais

_

me

50 LE PETIT CHOSE

dd

 

 

 

toujours obligé de me montrer dans les r"
DAUDET;petit-chose;année ;117009;50 LE PETIT;MISC;None ;None;93744;93755;" chaque semaine au
principal un rapport circonstancié sur l'élève Bamban et les nombreux
désordres que sa présence entraînait.

Malheureusement mes rapports restaient sans réponse et j'étais

_

me

";" CHOSE

dd

 

 

 

toujours obligé de me montrer dans les rues, en compagnie de
M. Bamban, plus sale et plus bancal que jamais.

Un dimanche entre autres, un beau dimanche de fête et de grand
soleil"
DAUDET;petit-chose;année ;117009;M. Bamban;PER;None ;None;93837;93846;"rdres que sa présence entraînait.

Malheureusement mes rapports restaient sans réponse et j'étais

_

me

50 LE PETIT CHOSE

dd

 

 

 

toujours obligé de me montrer dans les rues, en compagnie de
";", plus sale et plus bancal que jamais.

Un dimanche entre autres, un beau dimanche de fête et de grand
soleil, il m’arriva pour la promenade dans un état de toilette tel que nous
en fûmes tous épouvan"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;94523;94529;"mieux peignée qu’à l’ordinaire,
était encore roide de pommade, et le nœud de cravate avait je ne sais
quoi qui sentait les doigts maternels. Mais il y a tant de ruisseaux avant
d'arriver au collège!

";" s'était roulé dans tous.

Quand je le vis prendre son rang parmi les autres, paisible et sou-
riant comme si de rien n'était, j'eus un mouvement d’horreur et
d’indignation.

Je lui criai : «Va-t'en!»"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;94731;94737;"'était roulé dans tous.

Quand je le vis prendre son rang parmi les autres, paisible et sou-
riant comme si de rien n'était, j'eus un mouvement d’horreur et
d’indignation.

Je lui criai : «Va-t'en!»

";" pensa que je plaisantais et continua de sourire. Il se croyait
très beau, ce jour-là!

Je lui criai de nouveau : «Va-t’en! va-t’en! Il me regarda d’un air
triste et soumis, son œil suppliait; mais je"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;95226;95232;"

Je me croyais délivré de lui pour toute la journée, lorsqu’au sortir
de Ia ville des rires et des chuchotements à mon arrière-garde me
firent retourner la tête.

À quatre ou cinq pas derrière nous, ";" suivait lapromenade
gravement.

— Doublez le pas, dis-je aux deux premiers.

Les élèves comprirent qu’il s’agissait de faire une niche au bancal,
et la division se mit à filer d’un train d’enfer.

De"
DAUDET;petit-chose;année ;117009;lapromenade;PER;None ;None;95241;95252;" délivré de lui pour toute la journée, lorsqu’au sortir
de Ia ville des rires et des chuchotements à mon arrière-garde me
firent retourner la tête.

À quatre ou cinq pas derrière nous, Bamban suivait ";"
gravement.

— Doublez le pas, dis-je aux deux premiers.

Les élèves comprirent qu’il s’agissait de faire une niche au bancal,
et la division se mit à filer d’un train d’enfer.

De temps en temps on s"
DAUDET;petit-chose;année ;117009;Bamban;PER;None ;None;95478;95484;"pas, dis-je aux deux premiers.

Les élèves comprirent qu’il s’agissait de faire une niche au bancal,
et la division se mit à filer d’un train d’enfer.

De temps en temps on se retournait pour voir si ";" pouvait
suivre, et on riait de l’apercevoir là-bas, bien loin, gros comme le
poing, trottant dans la poussière de la route, au milieu des marchands
de gâteaux et de limonade.

Cet enragé-là arriva à "
DAUDET;petit-chose;année ;117009;la Prairie;LOC;47.228276;-93.489102;95684;95694;" pouvait
suivre, et on riait de l’apercevoir là-bas, bien loin, gros comme le
poing, trottant dans la poussière de la route, au milieu des marchands
de gâteaux et de limonade.

Cet enragé-là arriva à ";" presque en même temps que nous.
Seulement il était pâle de fatigue et tirait la jambe à faire pitié.

J'en eus le cœur touché, et, un peu honteux de ma cruauté, je
l’appelai près de moi doucement.

 "
DAUDET;petit-chose;année ;117009;"LES PETITS SI

LL LL ST do SM SSL

 

";MISC;None ;None;95900;95938;"ue en même temps que nous.
Seulement il était pâle de fatigue et tirait la jambe à faire pitié.

J'en eus le cœur touché, et, un peu honteux de ma cruauté, je
l’appelai près de moi doucement.

 

 

";"Le

 

Il avait une petite blouse fanée, à carreaux rouges, la blouse du
petit Chose, au collège de Lyon.

Je la reconnus tout de suite, cette blouse, et dans moi-même je
me disais : « Misérable, tu n"
DAUDET;petit-chose;année ;117009;Chose;PER;None ;None;96017;96022;"ché, et, un peu honteux de ma cruauté, je
l’appelai près de moi doucement.

 

 

LES PETITS SI

LL LL ST do SM SSL

 

Le

 

Il avait une petite blouse fanée, à carreaux rouges, la blouse du
petit ";", au collège de Lyon.

Je la reconnus tout de suite, cette blouse, et dans moi-même je
me disais : « Misérable, tu n’as pas honte? Mais c’est toi, c’est le
petit Chose que tu t’amuses à martyriser ain"
DAUDET;petit-chose;année ;117009;collège de Lyon;LOC;45.7656823;4.8280139;96027;96042;"n peu honteux de ma cruauté, je
l’appelai près de moi doucement.

 

 

LES PETITS SI

LL LL ST do SM SSL

 

Le

 

Il avait une petite blouse fanée, à carreaux rouges, la blouse du
petit Chose, au ";".

Je la reconnus tout de suite, cette blouse, et dans moi-même je
me disais : « Misérable, tu n’as pas honte? Mais c’est toi, c’est le
petit Chose que tu t’amuses à martyriser ainsi.» Et, plein de la"
DAUDET;petit-chose;année ;117009;Misérable;MISC;None ;None;96123;96132;" do SM SSL

 

Le

 

Il avait une petite blouse fanée, à carreaux rouges, la blouse du
petit Chose, au collège de Lyon.

Je la reconnus tout de suite, cette blouse, et dans moi-même je
me disais : « ";", tu n’as pas honte? Mais c’est toi, c’est le
petit Chose que tu t’amuses à martyriser ainsi.» Et, plein de larmes
intérieures, je me mis à aimer de tout mon cœur ce pauvre déshérité.

Bamban s'était "
DAUDET;petit-chose;année ;117009;Chose;PER;None ;None;96184;96189;"reaux rouges, la blouse du
petit Chose, au collège de Lyon.

Je la reconnus tout de suite, cette blouse, et dans moi-même je
me disais : « Misérable, tu n’as pas honte? Mais c’est toi, c’est le
petit ";" que tu t’amuses à martyriser ainsi.» Et, plein de larmes
intérieures, je me mis à aimer de tout mon cœur ce pauvre déshérité.

Bamban s'était assis par terre à cause de ses jambes qui lui faisaient
m"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;96317;96323;"s : « Misérable, tu n’as pas honte? Mais c’est toi, c’est le
petit Chose que tu t’amuses à martyriser ainsi.» Et, plein de larmes
intérieures, je me mis à aimer de tout mon cœur ce pauvre déshérité.

";" s'était assis par terre à cause de ses jambes qui lui faisaient
mal. Je m’assis près de lui. Je lui parlai.. Je lui achetai une orange...
J'aurais voulu lui laver les pieds.

À partir de ce jour, Bam"
DAUDET;petit-chose;année ;117009;Bamban;PER;None ;None;96520;96526;"ban s'était assis par terre à cause de ses jambes qui lui faisaient
mal. Je m’assis près de lui. Je lui parlai.. Je lui achetai une orange...
J'aurais voulu lui laver les pieds.

À partir de ce jour, ";" devint mon ami. J’appris sur son
compte des choses attendrissantes…

— C'était le fils d’un maréchal-ferrant qui, entendant vanter
partout les bienfaits de l’éducation, se saignait les quatre membres"
DAUDET;petit-chose;année ;117009;Bamban;PER;None ;None;96812;96818;"s d’un maréchal-ferrant qui, entendant vanter
partout les bienfaits de l’éducation, se saignait les quatre membres,
le pauvre homme! pour envoyer son enfant demi-pensionnaire au
collège. Mais, hélas! ";" n’était pas fait pour le collège, et il n’y
profitait guère.

Le jour de son arrivée, on lui avait donné un modèle de bâtons
en lui disant : «Fais des bâtons!» Et depuis un an, Bamban faisait
des bât"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;96996;97002;"e. Mais, hélas! Bamban n’était pas fait pour le collège, et il n’y
profitait guère.

Le jour de son arrivée, on lui avait donné un modèle de bâtons
en lui disant : «Fais des bâtons!» Et depuis un an, ";" faisait
des bâtons. Et quels bâtons, grand Dieu! tordus, sales, boiteux,
clopinants, des bâtons de Bamban!.…

Personne ne s’occupait de lui. Il ne faisait spécialement partie
d’aucune classe ; en gén"
DAUDET;petit-chose;année ;117009;Dieu!;MISC;None ;None;97046;97051;"llège, et il n’y
profitait guère.

Le jour de son arrivée, on lui avait donné un modèle de bâtons
en lui disant : «Fais des bâtons!» Et depuis un an, Bamban faisait
des bâtons. Et quels bâtons, grand ";" tordus, sales, boiteux,
clopinants, des bâtons de Bamban!.…

Personne ne s’occupait de lui. Il ne faisait spécialement partie
d’aucune classe ; en général, il entrait dans celle qu’il voyait ouverte."
DAUDET;petit-chose;année ;117009;Bamban!.;LOC;15.2733238;120.5672692;97102;97110;"e, on lui avait donné un modèle de bâtons
en lui disant : «Fais des bâtons!» Et depuis un an, Bamban faisait
des bâtons. Et quels bâtons, grand Dieu! tordus, sales, boiteux,
clopinants, des bâtons de ";"…

Personne ne s’occupait de lui. Il ne faisait spécialement partie
d’aucune classe ; en général, il entrait dans celle qu’il voyait ouverte.
Un jour, on le trouva en train de faire ses bâtons dans la"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;97354;97360;"ait spécialement partie
d’aucune classe ; en général, il entrait dans celle qu’il voyait ouverte.
Un jour, on le trouva en train de faire ses bâtons dans la classe de
philosophie. Un drôle d’élève ce ";"!

Je le regardais quelquefois à l'étude, courbé en deux sur son papier,
suant, souffant, tirant la langue, tenant sa plume à pleines mains et
appuyant de toutes ses forces, comme s’il eût voulu trave"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;97708;97714;"ant de toutes ses forces, comme s’il eût voulu traverser la table.
À chaque bâton il reprenait de l’encre, et à la fin de chaque ligne, il
rentrait sa langue et se reposait en se frottant les mains.

";" travaillait de meilleur cœur maintenant que nous étions
amis.

Quand il avait terminé une page, il s’empressait de gravir ma chaire
à quatre pattes et posait son chef-d'œuvre devant moi, sans parler."
DAUDET;petit-chose;année ;117009;CRT;MISC;None ;None;98255;98258;"it, peu à peu, les bâtons commençaient à marcher plus droit,
la plume crachait moins, et il y avait moins d’encre sur les cahiers.
Je crois que je serais venu à bout de lui apprendre quelque chose ;

";" que

52 LE PETIT CHOSE

 

malheureusement, la destinée nous sépara. Le maître des moyens
quittait le collège. Comme la fin de l’année était proche, le principal
ne voulut pas prendre un nouveau maî"
DAUDET;petit-chose;année ;117009;52 LE PETIT;MISC;None ;None;98265;98276;"peu, les bâtons commençaient à marcher plus droit,
la plume crachait moins, et il y avait moins d’encre sur les cahiers.
Je crois que je serais venu à bout de lui apprendre quelque chose ;

CRT que

";" CHOSE

 

malheureusement, la destinée nous sépara. Le maître des moyens
quittait le collège. Comme la fin de l’année était proche, le principal
ne voulut pas prendre un nouveau maître. On installa u"
DAUDET;petit-chose;année ;117009;Prairie;LOC;34.8105247;-91.5751148;98685;98692;"cien
à barbe dans la chaire des petits, et c’est moi qui fus chargé des moyens.

Je considérai cela comme une catastrophe.

D'abord les moyens m’épouvantaient. Je les avais vus à l’œuvre
les jours de ";", et la pensée que j'allais vivre sans cesse avec eux
me serrait le cœur.

Puis il fallait quitter mes petits, mes chers petits que j’aimais tant.
Comment serait pour eux le rhétoricien à barbe? Qu’al"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;98905;98911;"e que j'allais vivre sans cesse avec eux
me serrait le cœur.

Puis il fallait quitter mes petits, mes chers petits que j’aimais tant.
Comment serait pour eux le rhétoricien à barbe? Qu’allait devenir
";"? J'étais réellement malheureux.

Et mes petits aussi se désolaient de me voir partir. Le jour où je
leur fis ma dernière étude, il y eut un moment d’émotion quand la
cloche sonna.. Ils voulurent tous"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;99209;99215;"je
leur fis ma dernière étude, il y eut un moment d’émotion quand la
cloche sonna.. Ils voulurent tous m’embrasser. Quelques-uns même,

je vous assure, trouvèrent des choses charmantes à me dire.

Et ";" ?.…

Bamban ne parla pas. Seulement, au moment où je sortais, il
s’approcha de moi, tout rouge, et me mit dans la main, avec solennité,
un superbe cahier de bâtons qu’il avait dessinés à mon intentio"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;99221;99227;"ma dernière étude, il y eut un moment d’émotion quand la
cloche sonna.. Ils voulurent tous m’embrasser. Quelques-uns même,

je vous assure, trouvèrent des choses charmantes à me dire.

Et Bamban ?.…

";" ne parla pas. Seulement, au moment où je sortais, il
s’approcha de moi, tout rouge, et me mit dans la main, avec solennité,
un superbe cahier de bâtons qu’il avait dessinés à mon intention.

Pauvre B"
DAUDET;petit-chose;année ;117009;Bamban;LOC;15.2733238;120.5672692;99426;99432;"n ne parla pas. Seulement, au moment où je sortais, il
s’approcha de moi, tout rouge, et me mit dans la main, avec solennité,
un superbe cahier de bâtons qu’il avait dessinés à mon intention.

Pauvre ";"!

 

 

VII
LE PION

Je pris donc possession de l’étude des moyens.

Je trouvais là une cinquantaine de méchants drôles, montagnards
joufflus de douze à quatorze ans, fils de métayers enrichis, que "
DAUDET;petit-chose;année ;117009;"VII
LE";MISC;None ;None;99442;99448;"Seulement, au moment où je sortais, il
s’approcha de moi, tout rouge, et me mit dans la main, avec solennité,
un superbe cahier de bâtons qu’il avait dessinés à mon intention.

Pauvre Bamban!

 

 

";" PION

Je pris donc possession de l’étude des moyens.

Je trouvais là une cinquantaine de méchants drôles, montagnards
joufflus de douze à quatorze ans, fils de métayers enrichis, que leurs
parents en"
DAUDET;petit-chose;année ;117009;joufflus de douze;PER;None ;None;99567;99584;"er de bâtons qu’il avait dessinés à mon intention.

Pauvre Bamban!

 

 

VII
LE PION

Je pris donc possession de l’étude des moyens.

Je trouvais là une cinquantaine de méchants drôles, montagnards
";" à quatorze ans, fils de métayers enrichis, que leurs
parents envoyaient au collège pour en faire de petits bourgeois, à raison
de cent-vingt francs par trimestre.

Grossiers, insolents, orgueilleux, "
DAUDET;petit-chose;année ;117009;là-;PER;None ;None;100027;100030;"quel je n’entendais rien, ils avaient presque tous cette laideur
spéciale à l’enfance qui mue, de grosses mains rouges avec des enge-
lures, des voix de jeunes coqs enrhumés, le regard abruti, et par ";"
dessus l’odeur du collège. Ils me haïrent tout de suite, sans me con-
naître. J'étais pour eux l’ennemi, le Pion ; et du jour où je m'’assis
dans ma chaire, ce fut la guerre entre nous, une guerre ac"
DAUDET;petit-chose;année ;117009;le Pion;MISC;None ;None;100136;100143;"ns rouges avec des enge-
lures, des voix de jeunes coqs enrhumés, le regard abruti, et par là-
dessus l’odeur du collège. Ils me haïrent tout de suite, sans me con-
naître. J'étais pour eux l’ennemi, ";" ; et du jour où je m'’assis
dans ma chaire, ce fut la guerre entre nous, une guerre acharnée,
sans trêve, de tous les instants.

Ah! les cruels enfants, comme ils me firent souffrir !…

Je voudrais e"
DAUDET;petit-chose;année ;117009;m'’assis;MISC;None ;None;100163;100171;"res, des voix de jeunes coqs enrhumés, le regard abruti, et par là-
dessus l’odeur du collège. Ils me haïrent tout de suite, sans me con-
naître. J'étais pour eux l’ennemi, le Pion ; et du jour où je ";"
dans ma chaire, ce fut la guerre entre nous, une guerre acharnée,
sans trêve, de tous les instants.

Ah! les cruels enfants, comme ils me firent souffrir !…

Je voudrais en parler sans rancune, ces t"
DAUDET;petit-chose;année ;117009;Ah!;MISC;None ;None;100273;100276;"tout de suite, sans me con-
naître. J'étais pour eux l’ennemi, le Pion ; et du jour où je m'’assis
dans ma chaire, ce fut la guerre entre nous, une guerre acharnée,
sans trêve, de tous les instants.

";" les cruels enfants, comme ils me firent souffrir !…

Je voudrais en parler sans rancune, ces tristesses sont si loin de
nous! Eh bien! non, je ne puis pas ; et tenez! à l’heure même où
j'écris ces li"
DAUDET;petit-chose;année ;117009;Eh bien!;MISC;None ;None;100403;100411;"e entre nous, une guerre acharnée,
sans trêve, de tous les instants.

Ah! les cruels enfants, comme ils me firent souffrir !…

Je voudrais en parler sans rancune, ces tristesses sont si loin de
nous! ";" non, je ne puis pas ; et tenez! à l’heure même où
j'écris ces lignes, je sens ma main qui tremble de fièvre et d'émotion.
Il me semble que j’y suis encore.

Eux ne pensent plus à moi, j'imagine. Ils "
DAUDET;petit-chose;année ;117009;"tn

qe";MISC;None ;None;100635;100641;"t tenez! à l’heure même où
j'écris ces lignes, je sens ma main qui tremble de fièvre et d'émotion.
Il me semble que j’y suis encore.

Eux ne pensent plus à moi, j'imagine. Ils ne se souviennent plus

";"

æ

ER

54 LE PETIT CHOSE TES

Sd do

 

 

du petit Chose, ni de ce beau lorgnon qu’il avait acheté pour se donner
l'air plus grave...

Mes anciens élèves sont des hommes maintenant, des hommes
sér"
DAUDET;petit-chose;année ;117009;ER;LOC;52.865196;-7.9794599;100647;100649;"’heure même où
j'écris ces lignes, je sens ma main qui tremble de fièvre et d'émotion.
Il me semble que j’y suis encore.

Eux ne pensent plus à moi, j'imagine. Ils ne se souviennent plus

tn

qe

æ

";"

54 LE PETIT CHOSE TES

Sd do

 

 

du petit Chose, ni de ce beau lorgnon qu’il avait acheté pour se donner
l'air plus grave...

Mes anciens élèves sont des hommes maintenant, des hommes
sérieux. So"
DAUDET;petit-chose;année ;117009;"TES

";LOC;49.601984;95.63666172955419;100669;100674;" ces lignes, je sens ma main qui tremble de fièvre et d'émotion.
Il me semble que j’y suis encore.

Eux ne pensent plus à moi, j'imagine. Ils ne se souviennent plus

tn

qe

æ

ER

54 LE PETIT CHOSE ";"Sd do

 

 

du petit Chose, ni de ce beau lorgnon qu’il avait acheté pour se donner
l'air plus grave...

Mes anciens élèves sont des hommes maintenant, des hommes
sérieux. Soubeyrol doit être notaire"
DAUDET;petit-chose;année ;117009;Chose;PER;None ;None;100696;100701;"n qui tremble de fièvre et d'émotion.
Il me semble que j’y suis encore.

Eux ne pensent plus à moi, j'imagine. Ils ne se souviennent plus

tn

qe

æ

ER

54 LE PETIT CHOSE TES

Sd do

 

 

du petit ";", ni de ce beau lorgnon qu’il avait acheté pour se donner
l'air plus grave...

Mes anciens élèves sont des hommes maintenant, des hommes
sérieux. Soubeyrol doit être notaire quelque part, là-haut, dan"
DAUDET;petit-chose;année ;117009;Soubeyrol;PER;None ;None;100847;100856;"ER

54 LE PETIT CHOSE TES

Sd do

 

 

du petit Chose, ni de ce beau lorgnon qu’il avait acheté pour se donner
l'air plus grave...

Mes anciens élèves sont des hommes maintenant, des hommes
sérieux. ";" doit être notaire quelque part, là-haut, dans les
Cévennes ; Veillon (cadet), greffier au tribunal; Loupi, pharmacien, et
Bouzanquet, vétérinaire. Ils ont des positions, du ventre, tout ce qu’il
faut"
DAUDET;petit-chose;année ;117009;Cévennes;LOC;44.3506191;3.8646380306973405;100907;100915;"e ce beau lorgnon qu’il avait acheté pour se donner
l'air plus grave...

Mes anciens élèves sont des hommes maintenant, des hommes
sérieux. Soubeyrol doit être notaire quelque part, là-haut, dans les
";" ; Veillon (cadet), greffier au tribunal; Loupi, pharmacien, et
Bouzanquet, vétérinaire. Ils ont des positions, du ventre, tout ce qu’il
faut.

Quelquefois, pourtant, quand ils se rencontrent au cercl"
DAUDET;petit-chose;année ;117009;Veillon;PER;None ;None;100918;100925;"orgnon qu’il avait acheté pour se donner
l'air plus grave...

Mes anciens élèves sont des hommes maintenant, des hommes
sérieux. Soubeyrol doit être notaire quelque part, là-haut, dans les
Cévennes ; ";" (cadet), greffier au tribunal; Loupi, pharmacien, et
Bouzanquet, vétérinaire. Ils ont des positions, du ventre, tout ce qu’il
faut.

Quelquefois, pourtant, quand ils se rencontrent au cercle ou sur l"
DAUDET;petit-chose;année ;117009;Loupi;PER;None ;None;100957;100962;"r
l'air plus grave...

Mes anciens élèves sont des hommes maintenant, des hommes
sérieux. Soubeyrol doit être notaire quelque part, là-haut, dans les
Cévennes ; Veillon (cadet), greffier au tribunal; ";", pharmacien, et
Bouzanquet, vétérinaire. Ils ont des positions, du ventre, tout ce qu’il
faut.

Quelquefois, pourtant, quand ils se rencontrent au cercle ou sur la
place de l’église, ils se rappellen"
DAUDET;petit-chose;année ;117009;Bouzanquet;LOC;43.8380965;4.3659104;100979;100989;"
Mes anciens élèves sont des hommes maintenant, des hommes
sérieux. Soubeyrol doit être notaire quelque part, là-haut, dans les
Cévennes ; Veillon (cadet), greffier au tribunal; Loupi, pharmacien, et
";", vétérinaire. Ils ont des positions, du ventre, tout ce qu’il
faut.

Quelquefois, pourtant, quand ils se rencontrent au cercle ou sur la
place de l’église, ils se rappellent le bon temps du collège, "
DAUDET;petit-chose;année ;117009;Eyssette;LOC;43.8110669;4.480824;101288;101296;"ils se rencontrent au cercle ou sur la
place de l’église, ils se rappellent le bon temps du collège, et alors
peut-être il leur arrive de parler de moi.

— Dis donc, greffier, te souviens-tu du petit ";", notre pion
de Sarlande, avec ses longs cheveux et sa figure de papier mâché?
Quelles bonnes farces nous lui avons faites!

C’est vrai, messieurs. Vous lui avez fait de bonnes farces, et votre
ancien"
DAUDET;petit-chose;année ;117009;Sarlande;PER;None ;None;101312;101320;"rcle ou sur la
place de l’église, ils se rappellent le bon temps du collège, et alors
peut-être il leur arrive de parler de moi.

— Dis donc, greffier, te souviens-tu du petit Eyssette, notre pion
de ";", avec ses longs cheveux et sa figure de papier mâché?
Quelles bonnes farces nous lui avons faites!

C’est vrai, messieurs. Vous lui avez fait de bonnes farces, et votre
ancien pion ne les a pas encor"
DAUDET;petit-chose;année ;117009;Ah!;MISC;None ;None;101533;101536;"ngs cheveux et sa figure de papier mâché?
Quelles bonnes farces nous lui avons faites!

C’est vrai, messieurs. Vous lui avez fait de bonnes farces, et votre
ancien pion ne les a pas encore oubliées.

";" le malheureux pion! vous a-t-il assez fait rire! L’avez-vous
fait assez pleurer! Oui, pleurer! Vous l’avez fait pleurer, et c’est
ce qui rendait vos farces bien meilleures.

Que de fois, à la fin d’u"
DAUDET;petit-chose;année ;117009;Ah!;MISC;None ;None;102241;102244;", — on fait des injustices malgré soi, — si
terrible de douter, de voir partout des pièges, de ne pas manger tran-
quiile, de ne pas dormir en repos, de se dire toujours, même aux
minutes de trêve : «";" mon Dieu! Qu'est-ce qu'ils vont me faire
maintenant ? »

Non, vivrait-il cent ans, le pion Daniel Eyssette n’oubliera jamais

tout ce qu’il souffrit au collège de Sarlande, depuis le triste jour où i"
DAUDET;petit-chose;année ;117009;Daniel Eyssette;PER;None ;None;102336;102351;"ne pas manger tran-
quiile, de ne pas dormir en repos, de se dire toujours, même aux
minutes de trêve : «Ah! mon Dieu! Qu'est-ce qu'ils vont me faire
maintenant ? »

Non, vivrait-il cent ans, le pion ";" n’oubliera jamais

tout ce qu’il souffrit au collège de Sarlande, depuis le triste jour où il

entra dans l’étude des moyens.

Et pourtant, — je ne veux pas mentir, — j'avais gagné quelque
chose à ch"
DAUDET;petit-chose;année ;117009;Sarlande;LOC;45.4508276;1.1166957;102408;102416;"rs, même aux
minutes de trêve : «Ah! mon Dieu! Qu'est-ce qu'ils vont me faire
maintenant ? »

Non, vivrait-il cent ans, le pion Daniel Eyssette n’oubliera jamais

tout ce qu’il souffrit au collège de ";", depuis le triste jour où il

entra dans l’étude des moyens.

Et pourtant, — je ne veux pas mentir, — j'avais gagné quelque
chose à changer d’étude : maintenant je voyais les yeux noirs.

Deux fois p"
DAUDET;petit-chose;année ;117009;"Ë
ñ
!
5
t

 

LE";MISC;None ;None;102984;103000;"noirs, plus grands que
jamais, penchés du matin jusqu’au soir sur une couture interminable ;
car les yeux noirs cousaient, ils ne se lassaient pas de coudre. C’était

 

SRTEED

émérite pales

’
>
4
";" PION 55

Lt LL LL LS

 

 

 

 

 

PES

pour coudre, rien que pour coudre, que la vieille fée aux lunettes les
avait pris aux enfants trouvés, — les yeux noirs ne connaissaient ni
leur père ni leur"
DAUDET;petit-chose;année ;117009;LL LS;ORG;None ;None;103016;103021;"enchés du matin jusqu’au soir sur une couture interminable ;
car les yeux noirs cousaient, ils ne se lassaient pas de coudre. C’était

 

SRTEED

émérite pales

’
>
4
Ë
ñ
!
5
t

 

LE PION 55

Lt LL ";"

 

 

 

 

 

PES

pour coudre, rien que pour coudre, que la vieille fée aux lunettes les
avait pris aux enfants trouvés, — les yeux noirs ne connaissaient ni
leur père ni leur mère, — et, d’un bou"
DAUDET;petit-chose;année ;117009;Eyssette;PER;None ;None;103736;103744;"noirs. Eux aussi savaient que j'étais à. De temps en
temps ils se levaient de dessus leur couture, et, le regard aidant, nous
nous parlions, — sans nous parler.

— Vous êtes bien malheureux, monsieur ";" ?

— Et vous aussi, pauvres yeux noirs ?

— Nous, nous n’avons ni père ni mère.

— Moi, mon père et ma mère sont loin.

— La fée aux lunettes est terrible, si vous saviez.

— Les enfants me font bien"
DAUDET;petit-chose;année ;117009;Courage;PER;None ;None;103965;103972;"pauvres yeux noirs ?

— Nous, nous n’avons ni père ni mère.

— Moi, mon père et ma mère sont loin.

— La fée aux lunettes est terrible, si vous saviez.

— Les enfants me font bien souffrir, allez.

— ";", monsieur Eyssette.

— Courage, beaux yeux noirs.

On ne s’en disait jamais plus long. Je craignais toujours de voir
apparaître M. Viot avec ses clefs, — frinc! frinc! frinc! — et là-haut,
derrière l"
DAUDET;petit-chose;année ;117009;Eyssette;LOC;43.8110669;4.480824;103983;103991;" ?

— Nous, nous n’avons ni père ni mère.

— Moi, mon père et ma mère sont loin.

— La fée aux lunettes est terrible, si vous saviez.

— Les enfants me font bien souffrir, allez.

— Courage, monsieur ";".

— Courage, beaux yeux noirs.

On ne s’en disait jamais plus long. Je craignais toujours de voir
apparaître M. Viot avec ses clefs, — frinc! frinc! frinc! — et là-haut,
derrière la fenêtre, les yeux"
DAUDET;petit-chose;année ;117009;Courage, beaux yeux noirs;MISC;None ;None;103996;104021;"ous n’avons ni père ni mère.

— Moi, mon père et ma mère sont loin.

— La fée aux lunettes est terrible, si vous saviez.

— Les enfants me font bien souffrir, allez.

— Courage, monsieur Eyssette.

— ";".

On ne s’en disait jamais plus long. Je craignais toujours de voir
apparaître M. Viot avec ses clefs, — frinc! frinc! frinc! — et là-haut,
derrière la fenêtre, les yeux noirs avaient leur M. Viot au"
DAUDET;petit-chose;année ;117009;M. Viot;PER;None ;None;104101;104108;"si vous saviez.

— Les enfants me font bien souffrir, allez.

— Courage, monsieur Eyssette.

— Courage, beaux yeux noirs.

On ne s’en disait jamais plus long. Je craignais toujours de voir
apparaître ";" avec ses clefs, — frinc! frinc! frinc! — et là-haut,
derrière la fenêtre, les yeux noirs avaient leur M. Viot aussi. Après un
dialogue d’une minute, ils se baissaient bien vite et reprenaient leur
co"
DAUDET;petit-chose;année ;117009;M. Viot;PER;None ;None;104211;104218;"yeux noirs.

On ne s’en disait jamais plus long. Je craignais toujours de voir
apparaître M. Viot avec ses clefs, — frinc! frinc! frinc! — et là-haut,
derrière la fenêtre, les yeux noirs avaient leur ";" aussi. Après un
dialogue d’une minute, ils se baissaient bien vite et reprenaient leur
couture sous le regard féroce des grandes lunettes à monture d’acier.

Chers yeux noirs! nous ne nous parlions j"
